customer_id,registration_date,age_group,gender,city,region,preferred_channel,loyalty_tier,email_opt_in
CLR-00052,2023-08-18,25-34,M,Nice,Provence-Alpes-Côte d'Azur,online,bronze,True
CLR-00053,2024-09-29,55+,M,Nanterre,Île-de-France,store,bronze,True
CLR-00054,2022-07-09,25-34,F,Saint-Denis,Île-de-France,store,silver,True
CLR-00055,2021-04-02,45-54,F,Orléans,Centre-Val de Loire,store,bronze,True
CLR-00056,2022-04-05,45-54,F,Grenoble,Auvergne-Rhône-Alpes,online,bronze,True
CLR-00057,2020-06-27,45-54,F,Le Mans,Pays de la Loire,online,silver,True
CLR-00058,2020-12-29,35-44,F,Créteil,Île-de-France,store,silver,True
CLR-00059,2022-08-13,35-44,F,Annecy,Auvergne-Rhône-Alpes,omnichannel,silver,True
CLR-00060,2020-04-17,35-44,F,Créteil,Île-de-France,store,platinum,True
CLR-00061,2024-05-21,35-44,F,Saint-Étienne,Auvergne-Rhône-Alpes,store,platinum,True
CLR-00062,2022-03-17,55+,F,Blois,Centre-Val de Loire,online,bronze,True
CLR-00063,2023-09-27,35-44,F,Montreuil,Île-de-France,online,gold,True
CLR-00064,2020-03-12,25-34,F,Nantes,Pays de la Loire,store,silver,False
CLR-00065,2023-04-10,45-54,F,Lille,Hauts-de-France,online,gold,False
CLR-00066,2019-08-06,35-44,F,Dijon,Bourgogne-Franche-Comté,omnichannel,bronze,False
CLR-00067,2021-03-29,35-44,M,Nantes,Pays de la Loire,omnichannel,bronze,False
CLR-00068,2020-10-21,45-54,F,Toulon,Provence-Alpes-Côte d'Azur,omnichannel,bronze,True
CLR-00069,2021-10-23,18-24,F,Le Havre,Normandie,omnichannel,platinum,True
CLR-00070,2019-09-12,35-44,F,Montpellier,Occitanie,online,silver,False
CLR-00071,2022-04-23,45-54,F,Colmar,Grand Est,store,bronze,True
CLR-00072,2019-05-13,55+,F,Nice,Provence-Alpes-Côte d'Azur,online,bronze,False
CLR-00073,2024-01-28,18-24,F,Nîmes,Occitanie,store,bronze,False
CLR-00074,2021-07-07,18-24,F,Lille,Hauts-de-France,omnichannel,bronze,True
CLR-00075,2021-08-31,55+,NB,Saint-Nazaire,Pays de la Loire,omnichannel,bronze,True
CLR-00076,2022-03-24,35-44,F,Nancy,Grand Est,omnichannel,bronze,True
CLR-00077,2019-07-12,35-44,F,Créteil,Île-de-France,online,bronze,True
CLR-00078,2023-05-07,35-44,M,Tourcoing,Hauts-de-France,store,bronze,False
CLR-00079,2022-07-04,55+,F,Versailles,Île-de-France,omnichannel,bronze,False
CLR-00080,2019-08-09,55+,F,Pau,Nouvelle-Aquitaine,store,platinum,True
CLR-00081,2021-10-26,35-44,F,Toulouse,Occitanie,store,silver,False
CLR-00082,2023-12-20,25-34,M,Boulogne-Billancourt,Île-de-France,omnichannel,silver,True
CLR-00083,2021-07-12,25-34,F,Montreuil,Île-de-France,store,silver,True
CLR-00084,2023-02-15,55+,M,Auxerre,Bourgogne-Franche-Comté,store,bronze,False
CLR-00085,2021-03-15,25-34,M,Dunkerque,Hauts-de-France,omnichannel,platinum,False
CLR-00086,2022-04-19,35-44,M,Montpellier,Occitanie,omnichannel,bronze,True
CLR-00087,2020-12-27,45-54,NB,Clermont-Ferrand,Auvergne-Rhône-Alpes,online,silver,True
CLR-00088,2021-02-04,45-54,M,Tours,Centre-Val de Loire,store,bronze,True
CLR-00089,2020-05-03,45-54,M,Boulogne-Billancourt,Île-de-France,omnichannel,platinum,True
CLR-00090,2019-06-16,55+,M,Mulhouse,Grand Est,online,silver,True
CLR-00091,2022-02-17,35-44,F,Blois,Centre-Val de Loire,store,silver,True
CLR-00092,2021-12-18,35-44,F,Nanterre,Île-de-France,omnichannel,silver,False
CLR-00093,2020-10-21,35-44,M,Limoges,Nouvelle-Aquitaine,store,bronze,True
CLR-00094,2021-11-10,35-44,M,Nancy,Grand Est,online,bronze,True
CLR-00095,2022-09-15,35-44,F,Lyon,Auvergne-Rhône-Alpes,store,gold,True
CLR-00096,2020-09-26,45-54,F,Aix-en-Provence,Provence-Alpes-Côte d'Azur,store,gold,False
CLR-00097,2020-09-21,55+,F,Paris,Île-de-France,online,silver,False
CLR-00098,2019-07-28,25-34,M,Toulon,Provence-Alpes-Côte d'Azur,online,bronze,True
CLR-00099,2022-05-18,25-34,F,Montreuil,Île-de-France,store,bronze,True
CLR-00100,2023-01-06,35-44,M,Lorient,Bretagne,online,bronze,True
CLR-00101,2022-07-25,25-34,F,Paris,Île-de-France,online,bronze,True
CLR-00102,2021-06-19,25-34,F,Nanterre,Île-de-France,store,bronze,False
CLR-00103,2019-10-07,18-24,M,Montpellier,Occitanie,omnichannel,bronze,True
CLR-00104,2020-10-14,45-54,F,Nancy,Grand Est,online,bronze,True
CLR-00105,2023-07-11,25-34,F,Perpignan,Occitanie,store,bronze,True
CLR-00106,2022-12-02,55+,F,Lille,Hauts-de-France,store,bronze,True
CLR-00107,2021-05-23,25-34,F,Limoges,Nouvelle-Aquitaine,store,bronze,True
CLR-00108,2022-09-21,25-34,F,Créteil,Île-de-France,omnichannel,silver,True
CLR-00109,2023-01-17,35-44,F,Metz,Grand Est,store,silver,False
CLR-00110,2021-06-13,25-34,F,Toulon,Provence-Alpes-Côte d'Azur,store,silver,True
CLR-00111,2024-04-29,55+,F,Annecy,Auvergne-Rhône-Alpes,online,bronze,True
CLR-00112,2019-02-06,25-34,F,Nanterre,Île-de-France,online,bronze,False
CLR-00113,2022-11-18,35-44,F,Paris,Île-de-France,omnichannel,bronze,True
CLR-00114,2021-09-11,45-54,M,Blois,Centre-Val de Loire,online,bronze,True
CLR-00115,2019-06-13,35-44,F,Caen,Normandie,online,gold,True
CLR-00116,2022-08-07,35-44,F,Villeurbanne,Auvergne-Rhône-Alpes,online,bronze,True
CLR-00117,2020-04-09,35-44,F,Versailles,Île-de-France,store,silver,True
CLR-00118,2021-11-16,25-34,F,Clermont-Ferrand,Auvergne-Rhône-Alpes,omnichannel,bronze,False
CLR-00119,2022-03-04,35-44,M,Nanterre,Île-de-France,store,silver,True
CLR-00120,2023-03-16,55+,M,Lyon,Auvergne-Rhône-Alpes,omnichannel,bronze,False
CLR-00121,2024-06-16,25-34,F,Cherbourg,Normandie,store,silver,False
CLR-00122,2022-04-29,45-54,F,Paris,Île-de-France,online,bronze,False
CLR-00123,2022-08-05,35-44,F,Montpellier,Occitanie,omnichannel,bronze,False
CLR-00124,2019-12-04,25-34,F,Avignon,Provence-Alpes-Côte d'Azur,online,silver,True
CLR-00125,2020-11-16,55+,F,Paris,Île-de-France,store,gold,True
CLR-00126,2019-01-31,55+,M,Montreuil,Île-de-France,online,bronze,False
CLR-00127,2021-05-13,35-44,M,Toulouse,Occitanie,omnichannel,bronze,True
CLR-00128,2021-05-23,45-54,F,Créteil,Île-de-France,store,gold,False
CLR-00129,2023-10-04,45-54,F,Villeurbanne,Auvergne-Rhône-Alpes,omnichannel,bronze,True
CLR-00130,2021-04-22,25-34,F,Strasbourg,Grand Est,store,silver,True
CLR-00131,2023-11-18,35-44,F,Dunkerque,Hauts-de-France,online,bronze,False
CLR-00132,2019-10-23,35-44,F,Bayonne,Nouvelle-Aquitaine,omnichannel,bronze,True
CLR-00133,2020-09-21,35-44,F,Cannes,Provence-Alpes-Côte d'Azur,omnichannel,platinum,True
CLR-00134,2024-02-24,55+,M,Lille,Hauts-de-France,online,silver,True
CLR-00135,2022-09-20,45-54,M,Cannes,Provence-Alpes-Côte d'Azur,omnichannel,silver,True
CLR-00136,2019-12-25,45-54,F,Dijon,Bourgogne-Franche-Comté,omnichannel,gold,True
CLR-00137,2019-08-11,25-34,F,Bordeaux,Nouvelle-Aquitaine,online,gold,True
CLR-00138,2021-10-28,25-34,F,Grenoble,Auvergne-Rhône-Alpes,omnichannel,bronze,True
CLR-00139,2019-10-16,35-44,F,Dunkerque,Hauts-de-France,store,bronze,True
CLR-00140,2021-07-21,35-44,M,Avignon,Provence-Alpes-Côte d'Azur,store,silver,True
CLR-00141,2023-07-28,35-44,F,Saint-Denis,Île-de-France,omnichannel,bronze,True
CLR-00142,2024-01-22,55+,F,Versailles,Île-de-France,store,bronze,False
CLR-00143,2023-07-15,55+,F,Créteil,Île-de-France,online,bronze,True
CLR-00144,2022-07-19,18-24,M,La Rochelle,Nouvelle-Aquitaine,store,silver,True
CLR-00145,2023-05-15,35-44,F,Lyon,Auvergne-Rhône-Alpes,online,gold,False
CLR-00146,2020-04-29,25-34,M,Villeurbanne,Auvergne-Rhône-Alpes,store,bronze,True
CLR-00147,2019-01-25,35-44,F,Dunkerque,Hauts-de-France,online,bronze,True
CLR-00148,2019-09-17,18-24,M,Créteil,Île-de-France,online,silver,True
CLR-00149,2019-07-06,25-34,M,Montreuil,Île-de-France,omnichannel,gold,True
CLR-00150,2023-01-05,25-34,F,Toulouse,Occitanie,omnichannel,bronze,True
CLR-00151,2020-03-10,18-24,F,Nanterre,Île-de-France,store,bronze,False
CLR-00152,2022-05-19,25-34,F,Le Mans,Pays de la Loire,store,silver,True
CLR-00153,2019-12-21,35-44,F,Béziers,Occitanie,store,bronze,False
CLR-00154,2023-11-28,25-34,M,Metz,Grand Est,store,gold,False
CLR-00155,2023-06-07,18-24,F,Aix-en-Provence,Provence-Alpes-Côte d'Azur,store,silver,True
CLR-00156,2019-05-07,45-54,NB,Montreuil,Île-de-France,store,bronze,True
CLR-00157,2020-10-02,55+,F,Versailles,Île-de-France,store,bronze,True
CLR-00158,2021-06-19,45-54,F,Béziers,Occitanie,online,bronze,False
CLR-00159,2023-05-21,35-44,F,Brest,Bretagne,store,bronze,False
CLR-00160,2022-04-23,25-34,F,Annecy,Auvergne-Rhône-Alpes,online,bronze,False
CLR-00161,2020-08-13,35-44,F,Créteil,Île-de-France,store,bronze,True
CLR-00162,2023-03-09,25-34,F,Roubaix,Hauts-de-France,store,silver,False
CLR-00163,2020-08-02,25-34,F,Lille,Hauts-de-France,online,silver,True
CLR-00164,2019-06-21,35-44,F,Marseille,Provence-Alpes-Côte d'Azur,omnichannel,bronze,True
CLR-00165,2023-06-03,35-44,M,Lille,Hauts-de-France,store,bronze,False
CLR-00166,2019-12-15,35-44,F,Nancy,Grand Est,store,bronze,True
CLR-00167,2021-05-10,25-34,M,Le Havre,Normandie,store,bronze,True
CLR-00168,2021-05-17,45-54,M,Quimper,Bretagne,store,silver,False
CLR-00169,2024-09-30,35-44,F,Versailles,Île-de-France,omnichannel,platinum,True
CLR-00170,2020-10-21,55+,F,Amiens,Hauts-de-France,store,gold,True
CLR-00171,2021-06-23,25-34,M,Amiens,Hauts-de-France,omnichannel,platinum,True
CLR-00172,2021-11-01,45-54,F,Vannes,Bretagne,omnichannel,bronze,True
CLR-00173,2020-04-14,25-34,F,Boulogne-Billancourt,Île-de-France,store,bronze,False
CLR-00174,2019-08-11,25-34,F,Boulogne-Billancourt,Île-de-France,omnichannel,bronze,True
CLR-00175,2024-03-04,35-44,F,Vannes,Bretagne,online,gold,True
CLR-00176,2019-10-27,35-44,M,Vannes,Bretagne,omnichannel,platinum,True
CLR-00177,2019-10-03,35-44,F,Metz,Grand Est,store,gold,False
CLR-00178,2020-02-07,35-44,F,Metz,Grand Est,store,bronze,True
CLR-00179,2024-06-18,25-34,F,Grenoble,Auvergne-Rhône-Alpes,online,bronze,True
CLR-00180,2023-01-02,35-44,F,Besançon,Bourgogne-Franche-Comté,store,bronze,False
CLR-00181,2021-08-18,18-24,F,Reims,Grand Est,omnichannel,platinum,True
CLR-00182,2022-03-13,25-34,NB,Toulouse,Occitanie,online,platinum,True
CLR-00183,2019-10-13,35-44,F,Béziers,Occitanie,online,bronze,True
CLR-00184,2022-07-25,25-34,F,Reims,Grand Est,omnichannel,gold,False
CLR-00185,2024-01-20,25-34,F,Besançon,Bourgogne-Franche-Comté,omnichannel,silver,True
CLR-00186,2022-06-06,25-34,F,Le Mans,Pays de la Loire,store,silver,True
CLR-00187,2020-09-16,45-54,F,Créteil,Île-de-France,online,gold,False
CLR-00188,2023-02-01,45-54,M,Vannes,Bretagne,store,bronze,True
CLR-00189,2023-10-21,25-34,M,Saint-Étienne,Auvergne-Rhône-Alpes,store,bronze,True
CLR-00190,2019-01-20,18-24,M,Amiens,Hauts-de-France,store,silver,True
CLR-00191,2021-10-05,25-34,M,Le Mans,Pays de la Loire,store,bronze,False
CLR-00192,2023-11-22,35-44,M,Reims,Grand Est,omnichannel,silver,False
CLR-00193,2023-01-12,35-44,F,Roubaix,Hauts-de-France,omnichannel,bronze,False
CLR-00194,2022-09-20,18-24,M,Brest,Bretagne,online,bronze,False
CLR-00195,2024-03-10,45-54,M,Versailles,Île-de-France,store,bronze,True
CLR-00196,2023-01-09,55+,M,Perpignan,Occitanie,online,silver,True
CLR-00197,2024-06-17,18-24,M,Metz,Grand Est,store,platinum,True
CLR-00198,2020-03-21,55+,F,Béziers,Occitanie,omnichannel,silver,True
CLR-00199,2019-12-02,45-54,F,Grenoble,Auvergne-Rhône-Alpes,store,bronze,True
CLR-00200,2022-02-23,45-54,NB,Montreuil,Île-de-France,omnichannel,silver,True
CLR-00201,2021-03-15,18-24,F,Reims,Grand Est,online,silver,False
CLR-00202,2019-11-10,35-44,F,Roubaix,Hauts-de-France,omnichannel,bronze,True
CLR-00203,2019-11-05,45-54,M,Créteil,Île-de-France,online,bronze,True
CLR-00204,2024-09-08,25-34,M,Toulouse,Occitanie,online,bronze,False
CLR-00205,2019-05-08,35-44,F,Villeurbanne,Auvergne-Rhône-Alpes,online,platinum,True
CLR-00206,2023-07-18,25-34,F,Vannes,Bretagne,online,silver,True
CLR-00207,2021-05-21,35-44,M,Vannes,Bretagne,online,gold,False
CLR-00208,2021-12-03,45-54,M,Strasbourg,Grand Est,store,bronze,True
CLR-00209,2020-08-31,35-44,M,Cherbourg,Normandie,store,bronze,True
CLR-00210,2023-05-27,35-44,F,Roubaix,Hauts-de-France,store,bronze,True
CLR-00211,2022-04-06,45-54,F,Boulogne-Billancourt,Île-de-France,store,bronze,True
CLR-00212,2024-03-18,35-44,F,Grenoble,Auvergne-Rhône-Alpes,online,silver,False
CLR-00213,2024-09-21,18-24,F,Nancy,Grand Est,online,bronze,False
CLR-00214,2023-06-14,35-44,F,Paris,Île-de-France,store,silver,True
CLR-00215,2024-08-18,35-44,F,Saint-Étienne,Auvergne-Rhône-Alpes,store,bronze,True
CLR-00216,2021-09-05,25-34,F,Lyon,Auvergne-Rhône-Alpes,store,gold,True
CLR-00217,2020-11-10,18-24,M,Montreuil,Île-de-France,store,bronze,False
CLR-00218,2020-07-28,35-44,M,Montreuil,Île-de-France,omnichannel,silver,False
CLR-00219,2020-10-14,45-54,F,Clermont-Ferrand,Auvergne-Rhône-Alpes,omnichannel,silver,False
CLR-00220,2020-08-21,35-44,F,Nice,Provence-Alpes-Côte d'Azur,store,bronze,True
CLR-00221,2024-06-03,25-34,M,Créteil,Île-de-France,online,platinum,True
CLR-00222,2019-06-15,45-54,M,Saint-Denis,Île-de-France,store,silver,True
CLR-00223,2024-06-20,55+,NB,Boulogne-Billancourt,Île-de-France,store,bronze,True
CLR-00224,2019-09-15,18-24,F,Boulogne-Billancourt,Île-de-France,store,gold,False
CLR-00225,2023-02-22,35-44,F,Roubaix,Hauts-de-France,store,platinum,True
CLR-00226,2019-06-25,35-44,F,Brest,Bretagne,store,silver,False
CLR-00227,2023-01-19,35-44,F,Caen,Normandie,store,gold,True
CLR-00228,2024-04-07,35-44,M,Perpignan,Occitanie,online,silver,False
CLR-00229,2019-07-10,25-34,NB,Versailles,Île-de-France,online,gold,True
CLR-00230,2022-08-20,45-54,F,Paris,Île-de-France,store,bronze,True
CLR-00231,2022-01-25,25-34,M,Paris,Île-de-France,online,silver,True
CLR-00232,2021-12-14,25-34,M,Colmar,Grand Est,store,bronze,True
CLR-00233,2020-12-13,35-44,F,Nanterre,Île-de-France,omnichannel,bronze,True
CLR-00234,2023-03-31,45-54,F,Perpignan,Occitanie,online,bronze,False
CLR-00235,2019-11-15,35-44,M,Nîmes,Occitanie,omnichannel,silver,False
CLR-00236,2021-10-27,18-24,F,Nanterre,Île-de-France,online,silver,False
CLR-00237,2021-07-01,25-34,F,Versailles,Île-de-France,omnichannel,bronze,True
CLR-00238,2023-07-21,25-34,NB,Nanterre,Île-de-France,omnichannel,bronze,False
CLR-00239,2022-11-14,45-54,F,Nîmes,Occitanie,store,silver,True
CLR-00240,2024-05-28,18-24,F,Versailles,Île-de-France,store,bronze,True
CLR-00241,2024-08-17,18-24,M,Tours,Centre-Val de Loire,store,gold,True
CLR-00242,2023-12-07,45-54,M,Amiens,Hauts-de-France,store,silver,True
CLR-00243,2021-07-31,35-44,F,Brest,Bretagne,omnichannel,silver,True
CLR-00244,2022-02-24,35-44,F,Paris,Île-de-France,store,bronze,True
CLR-00245,2020-09-07,18-24,NB,Dijon,Bourgogne-Franche-Comté,store,gold,False
CLR-00246,2020-10-06,45-54,M,Limoges,Nouvelle-Aquitaine,store,bronze,True
CLR-00247,2020-04-29,45-54,M,Metz,Grand Est,store,gold,True
CLR-00248,2021-08-01,18-24,F,Bayonne,Nouvelle-Aquitaine,store,bronze,True
CLR-00249,2022-09-14,35-44,F,Clermont-Ferrand,Auvergne-Rhône-Alpes,store,bronze,True
CLR-00250,2024-05-26,35-44,F,Toulouse,Occitanie,store,bronze,False
CLR-00251,2024-05-15,35-44,F,Cannes,Provence-Alpes-Côte d'Azur,online,bronze,True
CLR-00252,2021-05-13,35-44,F,La Rochelle,Nouvelle-Aquitaine,omnichannel,gold,True
CLR-00253,2023-08-11,18-24,F,Orléans,Centre-Val de Loire,online,silver,False
CLR-00254,2021-09-25,55+,F,Paris,Île-de-France,omnichannel,bronze,True
CLR-00255,2020-06-07,25-34,F,Marseille,Provence-Alpes-Côte d'Azur,online,gold,True
CLR-00256,2020-10-21,35-44,M,Annecy,Auvergne-Rhône-Alpes,online,bronze,True
CLR-00257,2024-09-30,35-44,F,Boulogne-Billancourt,Île-de-France,store,silver,True
CLR-00258,2020-08-24,25-34,M,Bordeaux,Nouvelle-Aquitaine,store,gold,True
CLR-00259,2020-11-12,35-44,M,Paris,Île-de-France,store,gold,False
CLR-00260,2021-01-07,25-34,F,Saint-Denis,Île-de-France,store,gold,False
CLR-00261,2023-07-19,25-34,M,Annecy,Auvergne-Rhône-Alpes,online,gold,True
CLR-00262,2019-03-18,18-24,M,Béziers,Occitanie,store,silver,True
CLR-00263,2019-12-18,45-54,F,Roubaix,Hauts-de-France,online,bronze,True
CLR-00264,2024-01-14,35-44,F,Montpellier,Occitanie,store,silver,True
CLR-00265,2024-04-14,25-34,M,Auxerre,Bourgogne-Franche-Comté,store,bronze,True
CLR-00266,2020-11-29,55+,F,Tourcoing,Hauts-de-France,online,silver,True
CLR-00267,2023-08-10,18-24,F,Boulogne-Billancourt,Île-de-France,omnichannel,bronze,True
CLR-00268,2020-08-07,25-34,F,Nanterre,Île-de-France,store,bronze,False
CLR-00269,2021-01-14,35-44,M,Montreuil,Île-de-France,store,silver,True
CLR-00270,2024-09-23,35-44,NB,Annecy,Auvergne-Rhône-Alpes,store,silver,False
CLR-00271,2020-11-17,18-24,F,Toulon,Provence-Alpes-Côte d'Azur,omnichannel,bronze,True
CLR-00272,2022-11-04,35-44,F,Créteil,Île-de-France,store,gold,True
CLR-00273,2019-10-09,45-54,M,Perpignan,Occitanie,online,bronze,True
CLR-00274,2023-03-30,55+,F,Dijon,Bourgogne-Franche-Comté,omnichannel,silver,True
CLR-00275,2020-06-25,45-54,F,Versailles,Île-de-France,omnichannel,gold,True
CLR-00276,2019-03-09,25-34,F,Paris,Île-de-France,store,bronze,False
CLR-00277,2024-08-27,25-34,F,Limoges,Nouvelle-Aquitaine,store,silver,True
CLR-00278,2020-09-04,35-44,NB,Cherbourg,Normandie,omnichannel,bronze,False
CLR-00279,2020-01-30,45-54,F,Nanterre,Île-de-France,omnichannel,gold,False
CLR-00280,2024-05-03,25-34,F,Reims,Grand Est,store,bronze,True
CLR-00281,2019-06-09,55+,M,Annecy,Auvergne-Rhône-Alpes,omnichannel,bronze,False
CLR-00282,2020-01-17,35-44,F,Rouen,Normandie,omnichannel,bronze,True
CLR-00283,2020-06-17,25-34,F,Clermont-Ferrand,Auvergne-Rhône-Alpes,online,bronze,True
CLR-00284,2023-11-03,35-44,M,Tours,Centre-Val de Loire,store,bronze,True
CLR-00285,2023-09-20,18-24,M,Avignon,Provence-Alpes-Côte d'Azur,online,silver,True
CLR-00286,2019-06-27,18-24,M,Saint-Denis,Île-de-France,store,bronze,False
CLR-00287,2023-10-24,35-44,NB,Créteil,Île-de-France,online,bronze,True
CLR-00288,2024-05-28,18-24,M,Grenoble,Auvergne-Rhône-Alpes,online,silver,False
CLR-00289,2022-12-06,35-44,F,Saint-Nazaire,Pays de la Loire,store,silver,True
CLR-00290,2020-02-05,55+,F,Nanterre,Île-de-France,online,bronze,True
CLR-00291,2020-07-02,45-54,M,Saint-Nazaire,Pays de la Loire,online,bronze,True
CLR-00292,2024-05-08,25-34,M,Saint-Denis,Île-de-France,online,silver,True
CLR-00293,2021-08-10,25-34,NB,Montreuil,Île-de-France,omnichannel,platinum,True
CLR-00294,2019-12-10,35-44,F,Montreuil,Île-de-France,omnichannel,bronze,True
CLR-00295,2023-08-01,25-34,M,Saint-Denis,Île-de-France,store,bronze,True
CLR-00296,2021-02-13,45-54,M,Toulon,Provence-Alpes-Côte d'Azur,omnichannel,gold,True
CLR-00297,2019-01-30,35-44,F,Lille,Hauts-de-France,omnichannel,bronze,False
CLR-00298,2020-04-27,35-44,M,Avignon,Provence-Alpes-Côte d'Azur,omnichannel,silver,True
CLR-00299,2019-01-30,35-44,F,Nanterre,Île-de-France,store,silver,True
CLR-00300,2021-04-21,18-24,M,Versailles,Île-de-France,online,bronze,True
CLR-00301,2023-08-02,45-54,F,Bourges,Centre-Val de Loire,online,bronze,False
CLR-00302,2020-03-12,25-34,F,Nîmes,Occitanie,online,silver,False
CLR-00303,2023-10-12,18-24,F,Boulogne-Billancourt,Île-de-France,omnichannel,bronze,False
CLR-00304,2021-11-04,25-34,F,Béziers,Occitanie,online,silver,False
CLR-00305,2023-10-01,35-44,F,Nîmes,Occitanie,omnichannel,gold,True
CLR-00306,2023-02-06,35-44,F,Auxerre,Bourgogne-Franche-Comté,store,gold,True
CLR-00307,2022-02-02,25-34,M,Nanterre,Île-de-France,online,bronze,True
CLR-00308,2023-06-16,35-44,M,Cannes,Provence-Alpes-Côte d'Azur,online,bronze,True
CLR-00309,2023-08-20,35-44,F,Brest,Bretagne,omnichannel,gold,False
CLR-00310,2021-01-02,25-34,M,Cherbourg,Normandie,store,gold,False
CLR-00311,2024-06-04,35-44,F,Metz,Grand Est,store,platinum,False
CLR-00312,2022-06-10,25-34,F,Saint-Denis,Île-de-France,store,gold,True
CLR-00313,2022-11-11,45-54,M,Avignon,Provence-Alpes-Côte d'Azur,store,silver,True
CLR-00314,2023-06-19,35-44,M,Montreuil,Île-de-France,omnichannel,silver,False
CLR-00315,2020-07-19,35-44,F,Créteil,Île-de-France,online,silver,False
CLR-00316,2020-05-02,35-44,M,Montreuil,Île-de-France,online,silver,False
